managerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
bristda9 9m ,1966,CIN,NL,2,77,39,38,7,N
tebbebi01m,1966,CLE,AL,1,123,66,57,5,N
s t ri cg e 0 1 m,1966,CLE,AL,2,39,15,24,5,N
dre s sc h 0 1m,1966,DET,AL,1,26,16,10,3,N
swiftbo01m,1966,DET,AL,2,57,32,25,3,N
s ka f f f r01 m,1966,DET,AL,3,79,40,39,3,N
hat t og r 01 m,1966,HOU,NL,1,163,72,90,8,N
dark a l0 1 m ,1966,KC1,AL,1,160,74,86,7,N
al st owa01 m,1966,LAN,NL,1,162,95,67,1,N
melesa01m,1966,MIN,AL,1,162,89,73,2,N
ke an ejo 99 m ,1966,NYA,AL,1,20,4,16,10,N
houkra01m,1966,NYA,AL,2,140,66,73,10,N
w e strwe 0 1 m,1966,NYN,NL,1,161,66,95,9,N
ma uchge 01 m,1966,PHI,NL,1,162,87,75,4,N
walkeha01m,1966,PIT,NL,1,162,92,70,3,N
f rankhe 0 1 m,1966,SFN,NL,1,161,93,68,2,N
schoere01m,1966,SLN,NL,1,162,83,79,6,N
hodgegi01m,1966,WS2,AL,1,159,71,88,8,N
hitchbi01m,1967,ATL,NL,1,159,77,82,7,N
sil v eke 0 1 m ,1967,ATL,NL,2,3,0,3,7,N
bauerha01m,1967,BAL,AL,1,161,76,85,7,N
willi d i 02 m,1967,BOS,AL,1,162,92,70,1,N
rig nebi 0 1 m ,1967,CAL,AL,1,161,84,77,5,N
s t a nke d 01 m,1967,CHA,AL,1,162,89,73,4,N
durocl e0 1m ,1967,CHN,NL,1,162,87,74,3,N
bristda99m,1967,CIN,NL,1,162,87,75,4,N
adcocjo01m,1967,CLE,AL,1,162,75,87,8,N
smithma01m,1967,DET,AL,1,163,91,71,2,N
hattogr01m,1967,HOU,NL,1,162,69,93,9,N
d ar k a l 01m ,1967,KC1,AL,1,121,52,69,10,N
a pp l i lu01m ,1967,KC1,AL,2,40,10,30,10,N
alstowa01m,1967,LAN,NL,1,162,73,89,8,N
melesa01m,1967,MIN,AL,1,50,25,25,2,N
ermerca01m,1967,MIN,AL,2,114,66,46,2,N
h ouk ra01m,1967,NYA,AL,1,163,72,90,9,N
w es t rw e0 1m,1967,NYN,NL,1,151,57,94,10,N
p ark esa 01m ,1967,NYN,NL,2,11,4,7,10,N
mauc hge01 m,1967,PHI,NL,1,162,82,80,5,N
walkeha01m,1967,PIT,NL,1,84,42,42,6,N
murtada01m,1967,PIT,NL,2,79,39,39,6,N
f rankhe0 1 m ,1967,SFN,NL,1,162,91,71,2,N
sch oere0 1m,1967,SLN,NL,1,161,101,60,1,N
hodgegi01m,1967,WS2,AL,1,161,76,85,6,N
har r ilu01 m,1968,ATL,NL,1,163,81,81,5,N
b a ue rh a 01m ,1968,BAL,AL,1,80,43,37,2,N
weaveea99m,1968,BAL,AL,2,82,48,34,2,N
w ill i di 02m ,1968,BOS,AL,1,162,86,76,4,N
rignebi01m,1968,CAL,AL,1,162,67,95,8,N
st an k e d 01m ,1968,CHA,AL,1,79,34,45,8,N
mossle01m,1968,CHA,AL,2,2,0,2,8,N
lopezal01m,1968,CHA,AL,3,11,6,5,8,N
mos s le01m,1968,CHA,AL,4,34,12,22,8,N
l o pe z al01m ,1968,CHA,AL,5,36,15,21,8,N
durocle01m,1968,CHN,NL,1,163,84,78,3,N
bristda99m,1968,CIN,NL,1,163,83,79,4,N
da rka l 0 1m ,1968,CLE,AL,1,162,86,75,3,N
smithma01m,1968,DET,AL,1,164,103,59,1,N
h a t togr01m,1968,HOU,NL,1,61,23,38,10,N
walkeh a 01m,1968,HOU,NL,2,101,49,52,10,N
alstowa01m,1968,LAN,NL,1,162,76,86,8,N
ermerca01m,1968,MIN,AL,1,162,79,83,7,N
houkra01m,1968,NYA,AL,1,164,83,79,5,N
hodgegi01m,1968,NYN,NL,1,163,73,89,9,N
kennebo01m,1968,OAK,AL,1,163,82,80,6,N
ma u c hge01 m,1968,PHI,NL,1,54,27,27,7,N
myattge01m,1968,PHI,NL,2,1,1,0,7,N
skinnbo01m,1968,PHI,NL,3,107,48,59,7,N
sh e p ala99m,1968,PIT,NL,1,163,80,82,6,N
frankhe01m,1968,SFN,NL,1,163,88,74,2,N
schoere01m,1968,SLN,NL,1,162,97,65,1,N
lemonji01m,1968,WS2,AL,1,161,65,96,10,N
h arr i l u01 m ,1969,ATL,NL,1,162,93,69,1,N
w eav eea99 m ,1969,BAL,AL,1,162,109,53,1,N
willidi02m,1969,BOS,AL,1,153,82,71,3,N
po pow e d99m,1969,BOS,AL,2,9,5,4,3,N
ri gn e bi01m,1969,CAL,AL,1,39,11,28,3,N
phillle99m,1969,CAL,AL,2,124,60,63,3,N
lopezal01m,1969,CHA,AL,1,17,8,9,5,N
guttedo01m,1969,CHA,AL,2,145,60,85,5,N
dur ocle01m,1969,CHN,NL,1,163,92,70,2,N
bristda99m,1969,CIN,NL,1,163,89,73,3,N
darka l0 1 m ,1969,CLE,AL,1,161,62,99,6,N
smithma01m,1969,DET,AL,1,162,90,72,2,N
wa lke ha 0 1 m,1969,HOU,NL,1,162,81,81,5,N
gordo jo0 1 m ,1969,KCA,AL,1,163,69,93,4,N
al sto w a 0 1m,1969,LAN,NL,1,162,85,77,4,N
martibi02m,1969,MIN,AL,1,162,97,65,1,N
mauchge01m,1969,MON,NL,1,162,52,110,6,N
houkra01m,1969,NYA,AL,1,162,80,81,5,N
hodgegi01m,1969,NYN,NL,1,162,100,62,1,N
bauerha01m,1969,OAK,AL,1,149,80,69,2,N
mc n a mjo99m ,1969,OAK,AL,2,13,8,5,2,N
skinnbo01m,1969,PHI,NL,1,108,44,64,5,N
myattge01 m,1969,PHI,NL,2,54,19,35,5,N
shepala99m,1969,PIT,NL,1,157,84,73,3,N
gr ammal0 1m,1969,PIT,NL,2,5,4,1,3,N
go m ezpr01m,1969,SDN,NL,1,162,52,110,6,N
schuljo 0 5m,1969,SE1,AL,1,163,64,98,6,N
ki ng c l01 m ,1969,SFN,NL,1,162,90,72,2,N
sc hoer e0 1 m,1969,SLN,NL,1,162,87,75,4,N
willite01m,1969,WS2,AL,1,162,86,76,4,N
harrilu01m,1970,ATL,NL,1,162,76,86,5,N
weaveea99m,1970,BAL,AL,1,162,108,54,1,N
kaskoed01m,1970,BOS,AL,1,162,87,75,3,N
p hi ll le99 m,1970,CAL,AL,1,162,86,76,3,N
g u tt edo 01 m ,1970,CHA,AL,1,136,49,87,6,N
adairbi99m,1970,CHA,AL,2,10,4,6,6,N
tann ec h01 m,1970,CHA,AL,3,16,3,13,6,N
d u ro c le01 m ,1970,CHN,NL,1,162,84,78,2,N
andersp01m,1970,CIN,NL,1,162,102,60,1,N
d ar k al 0 1 m,1970,CLE,AL,1,162,76,86,5,N
sm ith m a01m,1970,DET,AL,1,162,79,83,4,N
walkeha01m,1970,HOU,NL,1,162,79,83,4,N
metroch01m,1970,KCA,AL,1,52,19,33,4,N
lemonbo01m,1970,KCA,AL,2,110,46,64,4,N
alstowa01m,1970,LAN,NL,1,161,87,74,2,N
rigne b i0 1 m,1970,MIN,AL,1,162,98,64,1,N
bristda99m,1970,ML4,AL,1,163,65,97,4,N
mauchge01m,1970,MON,NL,1,162,73,89,6,N
ho u k r a01 m,1970,NYA,AL,1,163,93,69,2,N
hod g e gi 01 m,1970,NYN,NL,1,162,83,79,3,N
mc n a m jo9 9m,1970,OAK,AL,1,162,89,73,2,N
luc c hf r99 m,1970,PHI,NL,1,161,73,88,5,N
murtada01m,1970,PIT,NL,1,162,89,73,1,N
gom e z pr 01 m,1970,SDN,NL,1,162,63,99,6,N
kingcl01m,1970,SFN,NL,1,42,19,23,3,N
foxch01m,1970,SFN,NL,2,120,67,53,3,N
schoere01m,1970,SLN,NL,1,162,76,86,4,N
willite01m,1970,WS2,AL,1,162,70,92,6,N
harrilu01m,1971,ATL,NL,1,162,82,80,3,N
weaveea99m,1971,BAL,AL,1,158,101,57,1,N
kas k o ed 0 1m,1971,BOS,AL,1,162,85,77,3,N
p hil lle99 m,1971,CAL,AL,1,162,76,86,4,N
tanne ch0 1m,1971,CHA,AL,1,162,79,83,3,N
durocle01m,1971,CHN,NL,1,162,83,79,4,N
andersp01m,1971,CIN,NL,1,162,79,83,5,N
darkal01m,1971,CLE,AL,1,103,42,61,6,N
liponjo01m,1971,CLE,AL,2,59,18,41,6,N
martibi02m,1971,DET,AL,1,162,91,71,2,N
wal k eh a01 m,1971,HOU,NL,1,162,79,83,4,N
lemonbo01m,1971,KCA,AL,1,161,85,76,2,N
alstowa01m,1971,LAN,NL,1,162,89,73,2,N
rignebi01m,1971,MIN,AL,1,160,74,86,5,N
b r is t da99 m,1971,ML4,AL,1,161,69,92,6,N
ma u c hge 0 1m ,1971,MON,NL,1,162,71,90,5,N
ho u kra01m ,1971,NYA,AL,1,162,82,80,4,N
h odg egi 01m ,1971,NYN,NL,1,162,83,79,3,N
willidi02m,1971,OAK,AL,1,161,101,60,1,N
l u c chfr99m,1971,PHI,NL,1,162,67,95,6,N
murta da0 1m,1971,PIT,NL,1,162,97,65,1,N
go mez p r 01m ,1971,SDN,NL,1,161,61,100,6,N
foxch01m,1971,SFN,NL,1,162,90,72,1,N
sch oe r e 0 1m,1971,SLN,NL,1,163,90,72,2,N
wil lite0 1m,1971,WS2,AL,1,159,63,96,5,N
harrilu01m,1972,ATL,NL,1,105,47,57,4,N
matheed01m,1972,ATL,NL,2,50,23,27,4,N
weaveea99m,1972,BAL,AL,1,154,80,74,3,N
kasko e d0 1m ,1972,BOS,AL,1,155,85,70,2,N
r iced e 0 1m,1972,CAL,AL,1,155,75,80,5,N
ta nnech 0 1m,1972,CHA,AL,1,154,87,67,2,N
durocle01m,1972,CHN,NL,1,91,46,44,2,N
lockmwh01m,1972,CHN,NL,2,65,39,26,2,N
andersp01m,1972,CIN,NL,1,154,95,59,1,N
asproke01m,1972,CLE,AL,1,156,72,84,5,N
martibi02m,1972,DET,AL,1,156,86,70,1,N
walkeha01m,1972,HOU,NL,1,121,67,54,2,N
parke sa 01 m,1972,HOU,NL,2,1,1,0,2,N
durocle01m,1972,HOU,NL,3,31,16,15,2,N
lemonbo01m,1972,KCA,AL,1,154,76,78,4,N
al s to w a 01m ,1972,LAN,NL,1,155,85,70,3,N
rig neb i01 m,1972,MIN,AL,1,70,36,34,3,N
q u i l ifr01 m,1972,MIN,AL,2,84,41,43,3,N
b rist d a 99m,1972,ML4,AL,1,30,10,20,6,N
m cm i l ro01m,1972,ML4,AL,2,2,1,1,6,N
crandde01m,1972,ML4,AL,3,124,54,70,6,N
mau c h ge01m,1972,MON,NL,1,156,70,86,5,N
houkra01m,1972,NYA,AL,1,155,79,76,4,N
b err ayo0 1 m,1972,NYN,NL,1,156,83,73,3,N
willidi02m,1972,OAK,AL,1,155,93,62,1,N
lucchfr99m,1972,PHI,NL,1,76,26,50,6,N
owenspa99m,1972,PHI,NL,2,80,33,47,6,N
virdobi01m,1972,PIT,NL,1,155,96,59,1,N
gomezpr01m,1972,SDN,NL,1,11,4,7,6,N
zimmedo01m,1972,SDN,NL,2,142,54,88,6,N
foxch01m,1972,SFN,NL,1,155,69,86,5,N
schoere01m,1972,SLN,NL,1,156,75,81,4,N
wil lite 0 1 m ,1972,TEX,AL,1,154,54,100,6,N
m a theed0 1 m,1973,ATL,NL,1,162,76,85,5,N
weaveea99m,1973,BAL,AL,1,162,97,65,1,N
kaskoed01m,1973,BOS,AL,1,161,88,73,2,N
popowed99m,1973,BOS,AL,2,1,1,0,2,N
winklbo99m,1973,CAL,AL,1,162,79,83,4,N
t ann ech01 m ,1973,CHA,AL,1,162,77,85,5,N
lockmwh01m,1973,CHN,NL,1,161,77,84,5,N
an d ers p 01m,1973,CIN,NL,1,162,99,63,1,N
asproke01m,1973,CLE,AL,1,162,71,91,6,N
martibi02m,1973,DET,AL,1,134,71,63,3,N
schul jo05m ,1973,DET,AL,2,28,14,14,3,N
d u rocle0 1m ,1973,HOU,NL,1,162,82,80,4,N
mcke o ja 99 m,1973,KCA,AL,1,162,88,74,2,N
alst owa 0 1m,1973,LAN,NL,1,162,95,66,2,N
quilifr01m,1973,MIN,AL,1,162,81,81,3,N
crandde01m,1973,ML4,AL,1,162,74,88,5,N
m auc hge 0 1m,1973,MON,NL,1,162,79,83,4,N
houkra01m,1973,NYA,AL,1,162,80,82,4,N
berrayo01m,1973,NYN,NL,1,161,82,79,1,N
wi llid i 0 2m ,1973,OAK,AL,1,162,94,68,1,N
o zarkda 99 m,1973,PHI,NL,1,162,71,91,6,N
virdobi01m,1973,PIT,NL,1,136,67,69,3,N
murta da01 m,1973,PIT,NL,2,26,13,13,3,N
zimmedo01m,1973,SDN,NL,1,162,60,102,6,N
foxch01m,1973,SFN,NL,1,162,88,74,3,N
s cho e re 0 1 m,1973,SLN,NL,1,162,81,81,2,N
herzowh 01m,1973,TEX,AL,1,138,47,91,6,N
wil bede01m ,1973,TEX,AL,2,1,1,0,6,N
martibi02m,1973,TEX,AL,3,23,9,14,6,N
matheed01m,1974,ATL,NL,1,99,50,49,3,N
ki ngcl0 1 m,1974,ATL,NL,2,64,38,25,3,N
we aveea 99m,1974,BAL,AL,1,162,91,71,1,N
johnsda01m,1974,BOS,AL,1,162,84,78,3,N
w inkl b o9 9 m,1974,CAL,AL,1,75,30,44,6,N
h er zo wh 01 m ,1974,CAL,AL,2,4,2,2,6,N
willidi02m,1974,CAL,AL,3,84,36,48,6,N
t an nec h0 1 m ,1974,CHA,AL,1,163,80,80,4,N
lockm wh01 m ,1974,CHN,NL,1,93,41,52,6,N
marshji01m,1974,CHN,NL,2,69,25,44,6,N
andersp01m,1974,CIN,NL,1,163,98,64,2,N
a spr o k e01 m ,1974,CLE,AL,1,162,77,85,4,N
hou kra 01m,1974,DET,AL,1,162,72,90,6,N
g o me z p r0 1m,1974,HOU,NL,1,162,81,81,4,N
mckeoja99m ,1974,KCA,AL,1,162,77,85,5,N
alstowa01m,1974,LAN,NL,1,162,102,60,1,N
quilifr01m,1974,MIN,AL,1,163,82,80,3,N
crandde01m,1974,ML4,AL,1,162,76,86,5,N
mauchge01m,1974,MON,NL,1,161,79,82,4,N
v ird ob i0 1 m,1974,NYA,AL,1,162,89,73,2,N
berrayo01m,1974,NYN,NL,1,162,71,91,5,N
d ar ka l01m,1974,OAK,AL,1,162,90,72,1,N
o zark d a9 9 m,1974,PHI,NL,1,162,80,82,3,N
mu rt a d a01m,1974,PIT,NL,1,162,88,74,1,N
mcnamj o 99m,1974,SDN,NL,1,162,60,102,6,N
fox ch 0 1m,1974,SFN,NL,1,76,34,42,5,N
w e s trwe 01 m ,1974,SFN,NL,2,86,38,48,5,N
s ch oer e0 1m ,1974,SLN,NL,1,161,86,75,2,N
m art ib i02 m ,1974,TEX,AL,1,161,84,76,2,N
kingcl01m,1975,ATL,NL,1,134,58,76,5,N
ryanco01m,1975,ATL,NL,2,27,9,18,5,N
we ave e a9 9 m,1975,BAL,AL,1,159,90,69,2,N
j o h n sda 0 1m ,1975,BOS,AL,1,160,95,65,1,N
wil l id i0 2 m ,1975,CAL,AL,1,161,72,89,6,N
tanne ch0 1m,1975,CHA,AL,1,161,75,86,5,N
marshj i 01m,1975,CHN,NL,1,162,75,87,6,N
andersp01m,1975,CIN,NL,1,162,108,54,1,N
r obin fr0 2m,1975,CLE,AL,1,159,79,80,4,Y
houkra01m,1975,DET,AL,1,159,57,102,6,N
gomez pr01m,1975,HOU,NL,1,127,47,80,6,N
vi rdo bi01m,1975,HOU,NL,2,35,17,17,6,N
mckeoja99m,1975,KCA,AL,1,96,50,46,2,N
h erz o w h01m ,1975,KCA,AL,2,66,41,25,2,N
alstowa01m,1975,LAN,NL,1,162,88,74,2,N
qu i l ifr01 m,1975,MIN,AL,1,159,76,83,4,N
crandde01m,1975,ML4,AL,1,161,67,94,5,N
kuennha01m,1975,ML4,AL,2,1,1,0,5,N
mauchge01m,1975,MON,NL,1,162,75,87,5,N
virdobi01m,1975,NYA,AL,1,104,53,51,3,N
ma rti bi 02 m,1975,NYA,AL,2,56,30,26,3,N
berrayo01m,1975,NYN,NL,1,109,56,53,3,N
mcmilro01m,1975,NYN,NL,2,53,26,27,3,N
dark al01m,1975,OAK,AL,1,162,98,64,1,N
oza rk d a 9 9m,1975,PHI,NL,1,162,86,76,2,N
murtada01m,1975,PIT,NL,1,161,92,69,1,N
mcna mjo 9 9 m,1975,SDN,NL,1,162,71,91,4,N
westrwe01m,1975,SFN,NL,1,161,80,81,3,N
schoere01m,1975,SLN,NL,1,163,82,80,4,N
mar ti bi 0 2m ,1975,TEX,AL,1,95,44,51,3,N
lucchfr99m,1975,TEX,AL,2,67,35,32,3,N
br i s t da9 9 m ,1976,ATL,NL,1,162,70,92,6,N
w eav ee a99m,1976,BAL,AL,1,162,88,74,2,N
johnsda01m,1976,BOS,AL,1,86,41,45,3,N
zimmedo01m,1976,BOS,AL,2,76,42,34,3,N
w i ll i d i02m ,1976,CAL,AL,1,96,39,57,4,N
sherr no 01m ,1976,CAL,AL,2,66,37,29,4,N
richap a01m,1976,CHA,AL,1,161,64,97,6,N
marsh ji0 1m,1976,CHN,NL,1,162,75,87,4,N
andersp01m,1976,CIN,NL,1,162,102,60,1,N
robinfr02m,1976,CLE,AL,1,159,81,78,4,Y
houkra01m,1976,DET,AL,1,161,74,87,5,N
vi rdobi 01m,1976,HOU,NL,1,162,80,82,3,N
herzowh01m,1976,KCA,AL,1,162,90,72,1,N
al s t owa 01m ,1976,LAN,NL,1,158,90,68,2,N
l aso r to01 m ,1976,LAN,NL,2,4,2,2,2,N
mauchg e 0 1m ,1976,MIN,AL,1,162,85,77,3,N
grammal01m,1976,ML4,AL,1,161,66,95,6,N
kue hl k a9 9 m,1976,MON,NL,1,128,43,85,6,N
